Phrase,IPA,ES Pronunciation,ES Translation,Island
I overestimate the cost.,/aɪ ˌəʊvərˈɛstɪmeɪt ðə kɒst/,ai overestimeit de cost.,Sobreestimo el costo.,50 smash / surface
I own a car.,/aɪ əʊn ə kɑː/,ai own a car.,Tengo un coche.,50 smash / surface
I participate in the game.,/aɪ pɑːˈtɪsɪpeɪt ɪn ðə ɡeɪm/,ai participait in de geim.,Participo en el juego.,50 smash / surface
I pass the car.,/aɪ pɑːs ðə kɑː/,ai pas de car.,Paso el coche.,50 smash / surface
I pay the bill.,/aɪ peɪ ðə bɪl/,ai pei de bil.,Pago la cuenta.,50 smash / surface
Do not peep at me.,/duː nɒt piːp æt miː/,do not pip at mi.,No me espies.,50 smash / surface
The light can penetrate the glass.,/ðə laɪt kæn ˈpɛnɪtreɪt ðə ɡlɑːs/,de lait can penetreit de glas.,La luz puede penetrar el vidrio.,50 smash / surface
I permit you to go now.,/aɪ pəˈmɪt juː tuː ɡəʊ naʊ/,ai permit yu tu gou nau.,Te permito ir ahora.,50 smash / surface
I do not permit you to go now.,/aɪ duː nɒt pəˈmɪt juː tuː ɡəʊ naʊ/,ai du not permit yu tu gou nau.,No te permito ir ahora.,50 smash / surface
Do you permit me to go now?,/duː juː pəˈmɪt miː tuː ɡəʊ naʊ/,du yu permit mi tu gou nau?,¿Me permites ir ahora?,50 smash / surface
What do you permit me to do now?,/wɒt duː juː pəˈmɪt miː tuː duː naʊ/,guot du yu permit mi tu du nau?,¿Qué me permites hacer ahora?,50 smash / surface
I permitted you to go now.,/aɪ pəˈmɪtɪd juː tuː ɡəʊ naʊ/,ai permitid yu tu gou nau.,Te permití ir ahora.,50 smash / surface
She likes to pick red flowers.,/ʃiː laɪks tuː pɪk rɛd ˈflaʊəz/,shi laiks tu pik red flawers.,A ella le gusta recoger flores rojas.,50 smash / surface
Please place the book here.,/pliːz pleɪs ðə bʊk hɪə/,plis pleis de buk jia.,Por favor coloca el libro aquí.,50 smash / surface
We plan to eat at home.,/wiː plæn tuː iːt æt həʊm/,ui plan tu iit at jom.,Planeamos comer en casa.,50 smash / surface
He can play the king well.,/hiː kæn pleɪ ðə kɪŋ wɛl/,ji can plei de king uel.,Él puede interpretar al rey bien.,50 smash / surface
The children play in the park.,/ðə ˈtʃɪldrən pleɪ ɪn ðə pɑːk/,de children plein in de park.,Los niños juegan en el parque.,50 smash / surface
He points the way to me.,/hiː pɔɪnts ðə weɪ tuː miː/,ji points de uei tu mi.,Él me señala el camino.,50 smash / surface
Please pour water in the cup.,/pliːz pɔː ˈwɔːtər ɪn ðə kʌp/,plis por uoter in de cap.,Por favor vierte agua en la taza.,50 smash / surface
They pray in the church daily.,/ðeɪ preɪ ɪn ðə tʃɜːrtʃ ˈdeɪli/,dei prei in de cherch deili.,Ellos oran en la iglesia diariamente.,50 smash / surface
Red colors predominate in this room.,/rɛd ˈkʌlərz prɪˈdɒmɪneɪt ɪn ðɪs ruːm/,red colors predomineit in dis rum.,Los colores rojos predominan en esta habitación.,50 smash / surface
I prefer tea over coffee now.,/aɪ prɪˈfɜːr tiː ˈəʊvər ˈkɒfi naʊ/,ai prefer ti ofer coffi nau.,Prefiero té antes que café ahora.,50 smash / surface
She prepares a plan for us.,/ʃiː prɪˈpeərz ə plæn fɔːr ʌs/,shi prepares a plan for os.,Ella prepara un plan para nosotros.,50 smash / surface
I present my friend to you.,/aɪ prɪˈzɛnt maɪ frɛnd tuː juː/,ai present mai frend tu yu.,Te presento a mi amigo.,50 smash / surface
We try to preserve the peace.,/wiː traɪ tuː prɪˈzɜːrv ðə piːs/,ui trai tu preserv de pis.,Intentamos preservar la paz.,50 smash / surface
The car can progress slowly now.,/ðə kɑːr kæn prəˈɡrɛs ˈsloʊli naʊ/,de car can progress slouli nau.,El coche puede avanzar despacio ahora.,50 smash / surface
I promise to help you today.,/aɪ ˈprɒmɪs tuː hɛlp juː təˈdeɪ/,ai promis tu jelp yu tudei.,Prometo ayudarte hoy.,50 smash / surface
She can pronounce the word well.,/ʃiː kæn prəˈnaʊns ðə wɜːrd wɛl/,shi can pronauns de uerd uel.,Ella puede pronunciar la palabra bien.,50 smash / surface
He proposes a new idea today.,/hiː prəˈpəʊzəz ə nuː aɪˈdiːə təˈdeɪ/,ji proposes a niua aidea tudei.,Él propone una nueva idea hoy.,50 smash / surface
We must protect nature together.,/wiː mʌst prəˈtɛkt ˈneɪtʃər təˈɡɛðər/,ui mast protect neicher togueder.,Debemos proteger la naturaleza juntos.,50 smash / surface
They protest the bad rules now.,/ðeɪ ˈproʊtɛst ðə bæd ruːlz naʊ/,dei protest de bad ruls nau.,Ellos protestan contra las malas reglas.,50 smash / surface
I can prove it to you.,/aɪ kæn pruːv ɪt tuː juː/,ai can pruv it tu yu.,Puedo probártelo.,50 smash / surface
Do not provoke the small dog.,/duː nɒt prəˈvəʊk ðə smɔːl dɒɡ/,du not provok de small dog.,No provoques al perro pequeño.,50 smash / surface
Please pull the rope to the left.,/pliːz pʊl ðə rəʊp tuː ðə lɛft/,plis pul de rop tu de left.,Por favor tira de la cuerda a la izquierda.,50 smash / surface
The teacher will punish the boy.,/ðə ˈtiːtʃər wɪl ˈpʌnɪʃ ðə bɔɪ/,de ticher wil panish de boi.,El maestro castigará al niño.,50 smash / surface
Push the door.,/pʊʃ ðə dɔː/,push de dor.,Empuja la puerta.,50 smash / surface
Put away the book.,/pʊt əˈweɪ ðə bʊk/,put auei de buk.,Guarda el libro.,50 smash / surface
Put in the key.,/pʊt ɪn ðə kiː/,put in de ki.,Pon la llave.,50 smash / surface
Put in order the room.,/pʊt ɪn ˈɔːdə ðə ruːm/,put in oder de rum.,Ordena la habitación.,50 smash / surface
Put the cup here.,/pʊt ðə kʌp hɪə/,put de kap jia.,Pon la taza aquí.,50 smash / surface
Quote the text.,/kwəʊt ðə tɛkst/,kuout de tekst.,Cita el texto.,50 smash / surface
Reach the park.,/riːtʃ ðə pɑːk/,rich de park.,Llega al parque.,50 smash / surface
Read the page.,/riːd ðə peɪdʒ/,rid de peidy.,Lee la página.,50 smash / surface
Realize the dream.,/ˈrɪəlaɪz ðə driːm/,rialais de drim.,Haz realidad el sueño.,50 smash / surface
Recall the name.,/rɪˈkɔːl ðə neɪm/,rikol de neim.,Recuerda el nombre.,50 smash / surface
Recognize the face.,/ˈrɛkəɡnaɪz ðə feɪs/,rekognaiz de feis.,Reconoce la cara.,50 smash / surface
Recommend the song.,/rɛkəˈmɛnd ðə sɒŋ/,rekemend de song.,Recomienda la canción.,50 smash / surface
Recover from the flu.,/rɪˈkʌvə frɒm ðə fluː/,rikover from de flu.,Recupérate de la gripe.,50 smash / surface
Redo the work.,/riːˈduː ðə wɜːk/,ridu de werk.,Rehaz el trabajo.,50 smash / surface
Reduce the speed.,/rɪˈdjuːs ðə spiːd/,ridyus de speed.,Reduce la velocidad.,50 smash / surface
Refuse the gift.,/rɪˈfjuːz ðə ɡɪft/,rifius de gift.,Rechaza el regalo.,50 smash / surface
Regret the choice.,/rɪˈɡrɛt ðə tʃɔɪs/,rigret de chois.,Lamenta la elección.,50 smash / surface
Reinforce the wall.,/riːɪnˈfɔːs ðə wɔːl/,riinfor de uol.,Refuerza la pared.,50 smash / surface
Remember the day.,/rɪˈmɛmbə ðə deɪ/,rimemba de dei.,Recuerda el día.,50 smash / surface
Remind me of him.,/rɪˈmaɪnd miː ɒv hɪm/,rimaind mi ov jim.,Recuérdame a él.,50 smash / surface
Remove the stain.,/rɪˈmuːv ðə steɪn/,rimuv de stein.,Quita la mancha.,50 smash / surface
Remove the stone.,/rɪˈmuːv ðə stəʊn/,rimuv de ston.,Quita la piedra.,50 smash / surface
Rent the car.,/rɛnt ðə kɑː/,rent de kar.,Alquila el coche.,50 smash / surface
Repair the chair.,/rɪˈpɛə ðə tʃɛə/,riper de cher.,Repara la silla.,50 smash / surface
Repeat the word.,/rɪˈpiːt ðə wɜːd/,ripit de werd.,Repite la palabra.,50 smash / surface
I report the news.,/aɪ rɪˈpɔːrt ðə nuːz/,ai riport de niuz.,Yo reporto las noticias.,50 smash / surface
She reproaches him.,/ʃiː rɪˈproʊtʃɪz hɪm/,shi ri-prochis him.,Ella lo reprende.,50 smash / surface
We book a table.,/wiː bʊk ə ˈteɪbəl/,ui buk a teibol.,Nosotros reservamos una mesa.,50 smash / surface
He restrains the dog.,/hiː rɪˈstreɪnz ðə dɔːɡ/,ji ri-streins de dog.,Él sujeta al perro.,50 smash / surface
You return home.,/juː rɪˈtɜːrn hoʊm/,yu ri-torn jom.,Tú regresas a casa.,50 smash / surface
They take a risk.,/ðeɪ teɪk ə rɪsk/,dei teik a risk.,Ellos corren un riesgo.,50 smash / surface
I rub off the mark.,/aɪ rʌb ɒf ðə mɑːrk/,ai rab of de mark.,Borro la marca.,50 smash / surface
He runs fast.,/hiː rʌnz fæst/,ji rans fast.,Él corre rápido.,50 smash / surface
He does not run fast.,/hiː dʌz nɒt rʌn fɑːst/,ji das not ran fast.,Él no corre rápido.,50 smash / surface
Does he run fast?,/dʌz hiː rʌn fɑːst/,das ji ran fast?,¿Él corre rápido?,50 smash / surface
He ran fast.,/hiː ræn fɑːst/,ji ran fast.,Él corrió rápido.,50 smash / surface
The food satisfies me.,/ðə fuːd ˈsætɪsfaɪz miː/,de fud satis-fais mi.,La comida me satisface.,50 smash / surface
They save the cat.,/ðeɪ seɪv ðə kæt/,dei seiv de kat.,Ellos salvan al gato.,50 smash / surface
I say thank you.,/aɪ seɪ θæŋk juː/,ai sei zank yu.,Doy las gracias.,50 smash / surface
Mom scolds the boy.,/mɑːmskoʊldz ðə bɔɪ/,mam skolds de boi.,Mamá regaña al niño.,50 smash / surface
The cat scratches me.,/ðə kæt ˈskrætʃɪz miː/,de kat skreches mi.,El gato me araña.,50 smash / surface
She selects a dress.,/ʃiː sɪˈlɛkts ə drɛs/,shi si-lects a dres.,Ella selecciona un vestido.,50 smash / surface
We sell cars.,/wiː sɛl kɑːrz/,ui sel cars.,Nosotros vendemos coches.,50 smash / surface
I send a letter.,/aɪ sɛnd ə ˈlɛtər/,ai send a leter.,Yo envío una carta.,50 smash / surface
He sends it back.,/hiː sɛndz ɪt bæk/,ji sends it bak.,Él lo devuelve.,50 smash / surface
Dogs sense danger.,/dɔːɡz sɛns ˈdeɪndʒər/,dogs sens dein-yer.,Los perros sienten el peligro.,50 smash / surface
The judge sentences him.,/ðə dʒʌdʒ ˈsɛntənsɪz hɪm/,de yady sentencis him.,El juez lo sentencia.,50 smash / surface
She serves the food.,/ʃiː sɜːrvz ðə fuːd/,shi servs de fud.,Ella sirve la comida.,50 smash / surface
They settle the problem.,/ðeɪ ˈsɛtəl ðə ˈprɑːbləm/,dei setol de problom.,Ellos resuelven el problema.,50 smash / surface
I shake the bottle.,/aɪ ʃeɪk ðə ˈbɑːtəl/,ai sheik de batol.,Agito la botella.,50 smash / surface
He shaves his face.,/hiː ʃeɪvz hɪz feɪs/,ji sheivs his feis.,Él se afeita la cara.,50 smash / surface
The sun shines.,/ðə sʌn ʃaɪnz/,de san shains.,El sol brilla.,50 smash / surface
I shiver with cold.,/aɪ ˈʃɪvər wɪð koʊld/,ai shiver wid cold.,Tiemblo de frío.,50 smash / surface
He can shoot the arrow.,/hiː kæn ʃuːt ðiː ˈærəʊ/,ji can shuut de arrow.,Él puede disparar la flecha.,50 smash / surface
Do not shout at me.,/duː nɒt ʃaʊt æt miː/,du not shaut at mi.,No me grites.,50 smash / surface
Please show me the book.,/pliːz ʃəʊ miː ðə bʊk/,pliz shou mi de buk.,Por favor muéstrame el libro.,50 smash / surface
She will shudder in the cold.,/ʃiː wɪl ʃʌdər ɪn ðə kəʊld/,shi wil shoder in de cold.,Ella temblará de frío.,50 smash / surface
He sighs because he is tired.,/hiː saɪz bɪˈkɒz hiː ɪz ˈtaɪəd/,hi sais bikoz hi is taird.,Él suspira porque está cansado.,50 smash / surface
You can sign the paper here.,/juː kæn saɪn ðə ˈpeɪpə hɪə/,yu can sain de peiper jia.,Puedes firmar el papel aquí.,50 smash / surface
You cannot sign the paper here.,/juː ˈkænɒt saɪn ðə ˈpeɪpə hɪə/,yu canot sain de peiper jir.,No puedes firmar el papel aquí.,50 smash / surface
Can you sign the paper here?,/kæn juː saɪn ðə ˈpeɪpə hɪə/,can yu sain de peiper jir?,¿Puedes firmar el papel aquí?,50 smash / surface
When can you sign the paper?,/wɛn kæn juː saɪn ðə ˈpeɪpə/,guen can yu sain de peiper?,¿Cuándo puedes firmar el papel?,50 smash / surface
You could sign the paper here.,/juː kʊd saɪn ðə ˈpeɪpə hɪə/,yu cud sain de peiper jir.,Podías firmar el papel aquí.,50 smash / surface
It does not signify a problem.,/ɪt dʌz nɒt ˈsɪɡnɪfaɪ ə ˈprɒbləm/,it das not sgnifai a problem.,No significa un problema.,50 smash / surface
We simplify the work for you.,/wiː ˈsɪmplɪfaɪ ðə wɜːk fɔː juː/,ui simplifai de werk for yu.,Simplificamos el trabajo para ti.,50 smash / surface
He does not sin at all.,/hiː dʌz nɒt sɪn æt ɔːl/,hi das not sin at ol.,Él no peca en absoluto.,50 smash / surface
The cat sits on the mat.,/ðə kæt sɪts ɒn ðə mæt/,de kat sits on de mat.,El gato se sienta en la estera.,50 smash / surface
Please sit down and eat.,/pliːz sɪt daʊn ænd iːt/,pliz sit daun and iit.,Por favor siéntate y come.,50 smash / surface
I can smash the big bug.,/aɪ kæn smæʃ ðə bɪg bʌg/,ai can smach de big bag.,Puedo aplastar el insecto grande.,50 smash / surface
I cannot smash the big bug.,/aɪ ˈkænɒt smæʃ ðə bɪg bʌg/,ai canot smach de big bag.,No puedo aplastar el insecto grande.,50 smash / surface
Can you smash the big bug?,/kæn juː smæʃ ðə bɪg bʌg/,can yu smach de big bag?,¿Puedes aplastar el insecto grande?,50 smash / surface
Which big bug can you smash?,/wɪtʃ bɪg bʌg kæn juː smæʃ/,guich big bag can yu smach?,¿Qué insecto grande puedes aplastar?,50 smash / surface
I could smash the big bug.,/aɪ kʊd smæʃ ðə bɪg bʌg/,ai cud smach de big bag.,Podía aplastar el insecto grande.,50 smash / surface
The flower smells very good.,/ðə ˈflaʊər smels ˈvɛri gʊd/,de flaouer smels veri gud.,La flor huele muy bien.,50 smash / surface
The flower does not smell very good.,/ðə ˈflaʊər dʌz nɒt smel ˈvɛri gʊd/,de flaouer daz not smel veri gud.,La flor no huele muy bien.,50 smash / surface
Does the flower smell very good?,/dʌz ðə ˈflaʊər smel ˈvɛri gʊd/,daz de flaouer smel veri gud?,¿Huele muy bien la flor?,50 smash / surface
How does the flower smell?,/haʊ dʌz ðə ˈflaʊər smel/,jau daz de flaouer smel?,¿Cómo huele la flor?,50 smash / surface
The flower smelled very good.,/ðə ˈflaʊər smeld ˈvɛri gʊd/,de flaouer smeld veri gud.,La flor olía muy bien.,50 smash / surface
She smells the milk.,/ʃiː smels ðə mɪlk/,shi smels de milk.,Ella huele la leche.,50 smash / surface
The baby smiles at me.,/ðə ˈbeɪbi smaɪlz æt miː/,de beibi smails at mi.,El bebé me sonríe.,50 smash / surface
The rope will snap soon.,/ðə rəʊp wɪl snæp suːn/,de rop wil snap sun.,La cuerda se romperá pronto.,50 smash / surface
We solve the math problem.,/wiː sɒlv ðə mæθ ˈprɒbləm/,ui solv de mas problem.,Resolvemos el problema de matemáticas.,50 smash / surface
He sows the seeds now.,/hiː səʊz ðə siːdz naʊ/,hi sohs de siids nau.,Él siembra las semillas ahora.,50 smash / surface
Do not spill the water.,/duː nɒt spɪl ðə ˈwɔːtə/,du not spil de uater.,No derrames el agua.,50 smash / surface
The flour spills out of the bag.,/ðə ˈflaʊər spɪls aʊt ɒv ðə bæg/,de flaouer spils aut of de bag.,La harina se derrama del saco.,50 smash / surface
He spits on the ground.,/hiː spɪts ɒn ðə ɡraʊnd/,hi spits on de graund.,Él escupe en el suelo.,50 smash / surface
I can not stand the cold.,/aɪ kæn nɒt stænd ðə kəʊld/,ai can not stand de cold.,No puedo soportar el frío.,50 smash / surface
We start the class at nine.,/wiː stɑːt ðə klɑːs æt naɪn/,ui start de clas at nain.,Empezamos la clase a las nueve.,50 smash / surface
Do not steal my money.,/duː nɒt stiːl maɪ ˈmʌni/,du not stil mai mani.,No robes mi dinero.,50 smash / surface
Please stop calling me now.,/pliːz stɒp ˈkɔːlɪŋ miː naʊ/,pliz stop coling mi nau.,Por favor deja de llamarme.,50 smash / surface
Please stop here for a moment.,/pliːz stɒp hɪə fɔːr ə məʊmənt/,pliz stop jir for a moment.,"Por favor, para aquí por un momento.",50 smash / surface
They stop talking when the teacher comes.,/ðeɪ stɒp tɔːkɪŋ wen ðə tiːtʃə kʌmz/,dei stop toking wen de ticher kams.,Ellos dejan de hablar cuando llega el profesor.,50 smash / surface
She likes to stroke the cat.,/ʃiː laɪks tuː strəʊk ðə kæt/,shi laiks tu strok de kat.,A ella le gusta acariciar al gato.,50 smash / surface
I study English every day.,/aɪ stʌdi ɪŋɡlɪʃ ˈɛvri deɪ/,ai study inglish evrei dei.,Estudio inglés todos los días.,50 smash / surface
He does not suffer from pain.,/hiː dʌz nɒt sʌfə frɒm peɪn/,ji daZ not suffer from pein.,Él no sufre de dolor.,50 smash / surface
We support our friends.,/wiː səˈpɔːrt aʊə frɛndz/,ui suport auar frends.,Apoyamos a nuestros amigos.,50 smash / surface
I suppose it is true.,/aɪ səˈpəʊz ɪt ɪz truː/,ai supous it is tru.,Supongo que es verdad.,50 smash / surface
The boat can surface here.,/ðə bəʊt kæn ˈsɜːrfɪs hɪə/,de boat kan serfis jir.,El barco puede salir a la superficie aquí.,50 smash / surface
The boat cannot surface here.,/ðə bəʊt ˈkænɒt ˈsɜːrfɪs hɪə/,de boat canot serfis jir.,El barco no puede salir a la superficie aquí.,50 smash / surface
Can the boat surface here?,/kæn ðə bəʊt ˈsɜːrfɪs hɪə/,can de boat serfis jir?,¿Puede el barco salir a la superficie aquí?,50 smash / surface
How can the boat surface here?,/haʊ kæn ðə bəʊt ˈsɜːrfɪs hɪə/,jau can de boat serfis jir?,¿Cómo puede el barco salir a la superficie aquí?,50 smash / surface
The boat could surface here.,/ðə bəʊt kʊd ˈsɜːrfɪs hɪə/,de boat cud serfis jir.,El barco podía salir a la superficie aquí.,50 smash / surface
You surprise me with your gift.,/juː səˈpraɪz miː wɪð jɔː gɪft/,yu surpraiz mi wid yuor gift.,Me sorprendes con tu regalo.,50 smash / surface
I suspect he is right.,/aɪ səˈspɛkt hiː ɪz raɪt/,ai suspect ji is rait.,Sospecho que él tiene razón.,50 smash / surface
Fish swim in the water.,/fɪʃ swɪm ɪn ðə wɔːtə/,fish swim in de uoter.,Los peces nadan en el agua.,50 smash / surface
I turn on the computer.,/aɪ tɜːrn ɒn ðə kəmˈpjuːtə/,ai tern on de computer.,Enciendo la computadora.,50 smash / surface
Please take this book.,/pliːz teɪk ðɪs bʊk/,pliz teik dis buk.,"Por favor, toma este libro.",50 smash / surface
He likes to take a bath.,/hiː laɪks tuː teɪk ə bɑːθ/,ji laiks tu teik a baZ.,A él le gusta bañarse.,50 smash / surface
I need to take a rest.,/aɪ niːd tuː teɪk ə rɛst/,ai nid tu teik a rest.,Necesito descansar.,50 smash / surface
He takes aim at the target.,/hiː teɪks eɪm æt ðə ˈtɑːrgɪt/,ji teiks eim at de target.,Él apunta al objetivo.,50 smash / surface
Please take away the plate.,/pliːz teɪk əˈweɪ ðə pleɪt/,pliz teik auei de pleit.,"Por favor, retira el plato.",50 smash / surface
The plane takes off soon.,/ðə pleɪn teɪks ɒf suːn/,de plein teiks of sun.,El avión despega pronto.,50 smash / surface
I take off my shoes.,/aɪ teɪk ɒf maɪ ʃuːz/,ai teik of mai shus.,Me quito los zapatos.,50 smash / surface
They take pictures of the park.,/ðeɪ teɪk ˈpɪktʃərz ɒv ðə pɑːrk/,dei teik pictchers of de park.,Ellos toman fotos del parque.,50 smash / surface
I talk to my friend.,/aɪ tɔːk tuː maɪ frɛnd/,ai tok tu mai frend.,Hablo con mi amigo.,50 smash / surface
She teaches children at school.,/ʃiː tiːtʃɪz ˈtʃɪldrən æt skuːl/,shi tiches children at skul.,Ella enseña a los niños en la escuela.,50 smash / surface
I tear off the paper.,/aɪ teər ɒf ðə ˈpeɪpə/,ai tear of de peiper.,Arranco el papel.,50 smash / surface
He tells a funny story.,/hiː tɛlz ə ˈfʌni stɔːri/,ji tels a fani stori.,Él cuenta una historia divertida.,50 smash / surface
I thank you for help.,/aɪ θæŋk juː fɔːr hɛlp/,ai zank yu for jelp.,Te agradezco la ayuda.,50 smash / surface
I think you are happy.,/aɪ θɪŋk juː ɑːr ˈhæpi/,ai zink yu ar japi.,Creo que tú eres feliz.,50 smash / surface
I think about my cat.,/aɪ θɪŋk əˈbaʊt maɪ kæt/,ai zink abaut mai kat.,Pienso en mi gato.,50 smash / surface
He does not threaten me.,/hiː dʌz nɒt ˈθrɛtən miː/,ji das nat zreten mi.,Él no me amenaza.,50 smash / surface
Please throw the ball.,/pliːz θrəʊ ðə bɔːl/,plis zrou de bol.,Por favor tira la pelota.,50 smash / surface
